cds14,school_name,county,students_per_grade,charter
19647331934439,School 19647331934439,,,
19647331934454,David Starr Jordan Senior Hig,Los Angeles,199.0,0
19647331935121,Abraham Lincoln Senior High,Los Angeles,228.0,0
19647331935154,Alain Leroy Locke High,Los Angeles,119.0,
19647331935303,Los Angeles Community Adult,Los Angeles,,
19647331935352,Los Angeles Senior High,Los Angeles,244.0,0
19647331935493,Manual Arts-Crenshaw Community Adult,Los Angeles,,
19647331935519,Manual Arts Senior High,Los Angeles,250.0,0
19647331935568,John Marshall Senior High,Los Angeles,460.0,0
19647331935717,Joaquin Miller Career and Tra,Los Angeles,153.0,0
19647331935865,James Monroe High,Los Angeles,476.0,0
19647331936160,Nathaniel Narbonne Senior Hig,Los Angeles,387.0,0
19647331936350,North Hollywood Senior High,Los Angeles,611.0,0
19647331937085,Ramona Opportunity High,Los Angeles,6.0,0
19647331937200,School 19647331937200,,,
19647331937226,Reseda Senior High,Los Angeles,277.0,1
19647331937408,Roosevelt Community Adult,Los Angeles,,
19647331937424,School of CNMT at Roosevelt,Los Angeles,420.0,0
19647331937622,San Fernando Senior High,Los Angeles,402.0,0
19647331937812,School 19647331937812,,,
19647331937838,San Pedro Senior High,Los Angeles,600.0,0
19647331938281,School 19647331938281,,,
19647331938307,South Gate Senior High,Los Angeles,420.0,0
19647331938554,Sylmar Senior High,Los Angeles,366.0,1
19647331938612,William Howard Taft Senior Hi,Los Angeles,555.0,1
19647331938885,University Senior High,Los Angeles,346.0,1
19647331938968,Van Nuys Senior High,Los Angeles,492.0,0
19647331939024,Venice Community Adult,Los Angeles,,
19647331939040,Venice Senior High,Los Angeles,573.0,0
19647331939107,Verdugo Hills Senior High,Los Angeles,299.0,0
19647331939305,George Washington Preparatory,Los Angeles,184.0,0
19647331939453,School 19647331939453,,,
19647331939479,WESM Health/Sports Medicine,Los Angeles,220.0,0
19647331939784,Joseph Pomeroy Widney High,Los Angeles,284.0,0
19647331939859,Woodrow Wilson Senior High,Los Angeles,315.0,0
19647331939941,John F. Kennedy High (Los Angeles),Los Angeles,538.0,0
19647331964733,School 19647331964733,,91.0,
19647331995448,Francisco Bravo Medical Magne,Los Angeles,374.0,0
19647331995455,Middle College High (Alte,Los Angeles,70.0,
19647331995489,Los Angeles Unified Alt Ed,Los Angeles,268.0,
19647331995794,Youth Opportunities Unlim,Los Angeles,74.0,0
19647331995836,Palisades Charter Hi Alt,Los Angeles,730.0,1
19647331996073,Tri-C Community Day,Los Angeles,23.0,0
19647331996115,City of Angels,Los Angeles,224.0,0
19647331996594,Discovery Charter,Los Angeles,73.0,
19647331996610,Los Angeles Leadership Acad,Los Angeles,42.0,1
19647331996636,Community Harvest Charter,Los Angeles,40.0,
19647331996651,CDS Secondary,Los Angeles,14.0,0
19647331996669,Harbor Teacher Prep.,Los Angeles,,
19647336016885,Elizabeth Learning Center,Los Angeles,146.0,0
19647336019475,Thirty-Second St. Perf. Arts,Los Angeles,66.0,0
19647336019715,Vaughn Next Century Learning,Los Angeles,150.0,1
19647336058002,Robert Fulton College Prepara,Los Angeles,151.0,0
19647336060461,Charles Leroy Lowman Special,Los Angeles,20.0,0
19647336060495,Benjamin Banneker Special Edu,Los Angeles,16.0,0
19647336060503,Willenberg (Ernest P.) Special,Los Angeles,77.0,0
19647336060511,James J. McBride Special Educ,Los Angeles,47.0,0
19647336060529,Marlton,Los Angeles,24.0,0
19647336060545,Alphonso B. Perez Special Edu,Los Angeles,48.0,0
19647336060578,Sven Lokrantz Special Educati,Los Angeles,15.0,0
19647336061451,Foshay Learning Center,Los Angeles,178.0,0
19647336061600,Sun Valley Middle,Los Angeles,102.0,0
19647336062699,Walter Reed Middle,Los Angeles,,0
19647336069157,Berenece Carlson Home Hospita,Los Angeles,91.0,0
19647336116750,Community Charter Middle,Los Angeles,104.0,1
19647336117048,View Park Prep Elem,Los Angeles,,1
19647336118194,California Academy for Libera,Los Angeles,,
19647336119929,Xinaxcalmecac Academia SDP,Los Angeles,13.0,
19647336119945,Magnolia Science,Los Angeles,68.0,
19647336120158,New West Charter School,Los Angeles,,1
19647336935027,Junipero Serra High,Los Angeles,,
19647337093487,School 19647337093487,,12.0,
19647337102015,School 19647337102015,,14.0,
19647337102908,School 19647337102908,,13.0,
19647740000001,District Students in NPS (Los Angeles) [28],Los Angeles,,0
19647740109538,Marco Antonio Firebaugh High,Los Angeles,408.0,0
19647740111930,Lynwood Learning Academy,Los Angeles,1.0,
19647740114777,Pathway Independent Study,Los Angeles,101.0,0
19647740118562,Kaplan Academy of So. Calif.,Los Angeles,191.0,
19647740127845,School 19647740127845,,12.0,
19647741935410,School 19647741935410,,,
19647741935428,Vista High (Continuation) (Los Angeles),Los Angeles,176.0,0
19647741935436,Lynwood High,Los Angeles,464.0,0
19647741996354,Pathway High,Los Angeles,79.0,
19647746115547,Lynwood Middle,Los Angeles,,
19647900000001,District Students in NPS (Los Angeles) [29],Los Angeles,,0
19647900120451,Quest Academy Community Day,Los Angeles,4.0,
19647901935899,Canyon Oaks High,Los Angeles,16.0,0
19647901935923,Monrovia High,Los Angeles,364.0,0
19647901996404,Mountain Park,Los Angeles,8.0,0
19648080000001,District Students in NPS (Los Angeles) [30],Los Angeles,11.0,0
19648080124552,Applied Technology Center,Los Angeles,74.0,0
19648081930155,Schurr High,Los Angeles,530.0,0
19648081930825,Bell Gardens High,Los Angeles,512.0,0
19648081935972,School 19648081935972,,,
19648081935998,Montebello High,Los Angeles,477.0,0
19648081938927,"Vail High, Cont.",Los Angeles,265.0,0
19648081964808,Home/hospital and independent study (Los Angeles) [8],Los Angeles,,
19648081995364,School 19648081995364,,,
19648081996388,Montebello Community Day,Los Angeles,46.0,0
19648400000001,District Students in NPS (Los Angeles) [31],Los Angeles,,0
19648400124974,Norwalk-La Mirada Community,Los Angeles,12.0,
19648401933647,Glenn (John H.) High,Los Angeles,220.0,0
19648401934728,La Mirada High,Los Angeles,432.0,0
19648401936459,School 19648401936459,,,
19648401936467,Norwalk High,Los Angeles,519.0,0
19648401936475,"El Camino High, Cont.",Los Angeles,161.0,0
19648570112714,Antelope Valley Learning Acad,Los Angeles,143.0,1
19648570125377,Palmdale Aerospace Academy,Los Angeles,246.0,1
19648570140889,Palmdale Academy Charter,Los Angeles,219.0,1
19648576119580,Guidance Charter,Los Angeles,39.0,
19648650000001,District Students in NPS (Los Angeles) [32],Los Angeles,14.0,0
19648651933308,"Rancho del Mar High, Cont.",Los Angeles,28.0,0
19648651936681,Palos Verdes High (Los Angeles) [1],Los Angeles,,
19648651995588,Palos Verdes Penins. High,Los Angeles,519.0,0
19648651996552,Palos Verdes High (Los Angeles) [2],Los Angeles,371.0,0
19648730000001,District Students in NPS (Los Angeles) [33],Los Angeles,,0
19648730120378,Paramount AEC,Los Angeles,40.0,
19648730136705,Odyssey STEM Academy,Los Angeles,84.0,0
19648731930874,School 19648731930874,,,
19648731936749,Paramount High,Los Angeles,850.0,0
19648731936756,Buena Vista High (Los Angeles),Los Angeles,160.0,0
19648731964873,School 19648731964873,,,
19648731996107,Paramount Community Day,Los Angeles,11.0,0
19648731996370,Paramount High School Academy,Los Angeles,45.0,
19648810000001,District Students in NPS (Los Angeles) [34],Los Angeles,17.0,0
19648810106591,Nia Educational Charter,Los Angeles,3.0,
19648810113464,Aveson Global Leadership Acad,Los Angeles,26.0,1
19648810113969,Rhythms of the Village Charter High,Los Angeles,,
19648810117440,CIS Academy,Los Angeles,107.0,0
19648810118075,Learning Works,Los Angeles,136.0,1
19648810127746,Sierra Madre Middle,Los Angeles,,0
19648811931062,Blair High,Los Angeles,146.0,0
19648811931674,Marshall Fundamental,Los Angeles,232.0,0
19648811936103,John Muir High,Los Angeles,302.0,0
19648811936806,Rose City High (Continuation),Los Angeles,132.0,0
19648811936822,Pasadena High,Los Angeles,326.0,0
19648811964881,Home/hospital and independent study (Los Angeles) [9],Los Angeles,,
19648816021752,Washington Middle,Los Angeles,,0
19648817094030,"Waverly, The",Los Angeles,,
19649070000001,District Students in NPS (Los Angeles) [35],Los Angeles,16.0,0
19649070115170,School of Extended Ed. Option,Los Angeles,283.0,1
19649071933175,Ganesha High,Los Angeles,224.0,0
19649071933324,Garey Senior High,Los Angeles,392.0,0
19649071936772,Park West High (Continuation),Los Angeles,160.0,0
19649071937002,School 19649071937002,,,
19649071937028,Pomona Senior High,Los Angeles,248.0,0
19649071995547,Pomona Alternative,Los Angeles,10.0,0
19649071995901,Diamond Ranch High,Los Angeles,386.0,0
19649071996495,Village Academy Indian Hill,Los Angeles,72.0,0
19649071996685,Pomona Community Day,Los Angeles,3.0,
19649071996693,School of Arts and Enterprise,Los Angeles,86.0,1
19649076061634,Fremont Academy of Engineerin,Los Angeles,84.0,0
19649076061642,Palomares Academy of Health S,Los Angeles,78.0,
19649641937754,San Marino High,Los Angeles,222.0,0
19649800000001,District Students in NPS (Los Angeles) [36],Los Angeles,,0
19649800110346,SMMUSD Community Day,Los Angeles,11.0,
19649801933373,"Olympic High, Cont.",Los Angeles,35.0,0
19649801938000,Santa Monica High,Los Angeles,647.0,0
19649801995737,Malibu High,Los Angeles,97.0,0
19650290000001,District Students in NPS (Los Angeles) [37],Los Angeles,,0
19650291938455,South Pasadena Senior High,Los Angeles,384.0,0
19650520000001,District Students in NPS (Los Angeles) [38],Los Angeles,,0
19650521932094,School 19650521932094,,,
19650521938679,Temple City High,Los Angeles,445.0,0
19650521965052,School 19650521965052,,,
19650521995745,Dr. Doug Sears Learning Cente,Los Angeles,23.0,0
19650521995976,Temple City Alternative,Los Angeles,7.0,0
19650600000001,District Students in NPS (Los Angeles) [39],Los Angeles,25.0,0
19650600110320,Gene Drevno Community Day,Los Angeles,4.0,0
19650601936277,North High (Los Angeles),Los Angeles,453.0,0
19650601938083,"Shery (Kurt T.) High, Cont.",Los Angeles,109.0,0
19650601938356,South High (Los Angeles),Los Angeles,434.0,0
19650601938752,Torrance High,Los Angeles,470.0,0
19650601939602,West High (Los Angeles),Los Angeles,444.0,0
19650940000001,District Students in NPS (Los Angeles) [40],Los Angeles,,0
19650940112706,CAVA@Los Angeles,Los Angeles,339.0,1
19650940120907,Coronado Academy Community Day,Los Angeles,,
19650940122432,Edgewood High,Los Angeles,178.0,0
19650940125393,CA Virtual Acad - LA High,Los Angeles,69.0,
19650940130005,School 19650940130005,,17.0,
19650940137042,Mt. SAC Early College Academy at West Covina,Los Angeles,66.0,0
19650941938513,Coronado High (Continuation),Los Angeles,157.0,0
19650941939537,West Covina High,Los Angeles,439.0,0
19651280000001,District Students in NPS (Los Angeles) [41],Los Angeles,11.0,0
19651281930338,Frontier High Cont.,Los Angeles,311.0,0
19651281931302,California High (Los Angeles),Los Angeles,565.0,0
19651281934868,La Serna High,Los Angeles,593.0,0
19651281936889,Pioneer High (Los Angeles),Los Angeles,250.0,0
19651281937903,Santa Fe High,Los Angeles,466.0,0
19651281939701,Whittier High,Los Angeles,413.0,0
19651281939727,School 19651281939727,,,
19651281995653,Sierra Vista High Alter.,Los Angeles,128.0,0
19651360000001,District Students in NPS (Los Angeles) [42],Los Angeles,11.0,0
19651360102459,Golden Valley High (Los Angeles),Los Angeles,495.0,0
19651360102475,West Ranch High,Los Angeles,444.0,0
19651360112359,Sequoia Charter,Los Angeles,19.0,
19651360114173,Santa Clarita Valley Early Col,Los Angeles,,
19651360114439,Mission View Public,Los Angeles,35.0,1
19651360117234,Santa Clarita Valley Int'l,Los Angeles,62.0,1
19651360121731,Albert Einstein Academy,Los Angeles,73.0,
19651360138727,Castaic High,Los Angeles,289.0,0
19651361931492,Canyon High (Los Angeles),Los Angeles,488.0,0
19651361931740,Saugus High,Los Angeles,579.0,0
19651361932532,Learning Post High (Alternati,Los Angeles,82.0,0
19651361933902,Hart (William S.) Senior High,Los Angeles,485.0,0
19651361934421,"Bowman (Jereann) High, Cont.",Los Angeles,316.0,0
19651361995802,Valencia High (Los Angeles),Los Angeles,572.0,0
19651361996263,Opps. Learning-Santa Clarita,Los Angeles,99.0,1
19651361996289,Passport Academy,Los Angeles,,
19651361996321,Academy of the Canyons,Los Angeles,96.0,0
19651690119016,Da Vinci Science (Los Angeles) [1],Los Angeles,104.0,
19651690119636,Da Vinci Design (Los Angeles) [1],Los Angeles,118.0,
19734370000000,School 19734370000000,,11.0,0
19734370000001,District Students in NPS (Los Angeles) [43],Los Angeles,14.0,0
19734370115725,Lifeline Education Charter School,Los Angeles,56.0,1
19734370132969,Compton Early College High,Los Angeles,139.0,0
19734370137984,Animo Compton Charter School,Los Angeles,39.0,1
19734371931567,Centennial High (Los Angeles),Los Angeles,227.0,0
19734371931963,Compton High,Los Angeles,360.0,0
19734371932326,Dominguez High,Los Angeles,396.0,0
19734371995695,"Chavez (Cesar) High, Cont.",Los Angeles,234.0,0
19734371995703,Tubman Harriet High,Los Angeles,1.0,
19734371996040,Compton Comm. Day High,Los Angeles,5.0,0
19734371996057,Marshall (Thurgood),Los Angeles,13.0,0
19734450000001,District Students in NPS (Los Angeles) [44],Los Angeles,,0
19734451933316,"Puente Hills High, Alter.",Los Angeles,68.0,0
19734451934785,Hacienda La Puente Adult Education,Los Angeles,,
19734451934801,La Puente High,Los Angeles,203.0,0
19734451935246,Los Altos High (Los Angeles),Los Angeles,398.0,0
19734451938935,"Valley Alter. High, Cont.",Los Angeles,83.0,0
19734451939834,Glen A. Wilson High,Los Angeles,364.0,0
19734451939925,Workman (William) High,Los Angeles,181.0,0
19734451996271,Opp. Learn-Hacienda La Puente,Los Angeles,188.0,
19734451996560,Hacienda La Puente,Los Angeles,4.0,0
19734520000001,District Students in NPS (Los Angeles) [45],Los Angeles,,0
19734520111070,Rowland Assistive Technology Academ,Los Angeles,16.0,
19734520120600,iQ Academy California-Los Ang,Los Angeles,91.0,1
19734521930106,"Santana High, Cont.",Los Angeles,114.0,0
19734521930221,School 19734521930221,,,
19734521936228,Nogales High,Los Angeles,384.0,0
19734521937564,Rowland (John A.) High,Los Angeles,504.0,0
19734521995943,Rowland Unified Community,Los Angeles,1.0,0
19734600000001,District Students in NPS (Los Angeles) [46],Los Angeles,,0
19734601932862,Diamond Bar High,Los Angeles,641.0,0
19734601937747,Ron Hockwalt Academies (Conti,Los Angeles,22.0,0
19734601939149,Walnut High,Los Angeles,537.0,0
19734601973460,School 19734601973460,,,
19734601995729,School 19734601995729,,,
19734601995992,Destiny Community Day,Los Angeles,1.0,
19752910000001,District Students in NPS (Los Angeles) [47],Los Angeles,,0
19752911975291,School 19752911975291,,,
19752911995810,Gabrielino High,Los Angeles,360.0,0
19752911996016,Options for Youth San Gabriel,Los Angeles,135.0,1
19752911996081,Del Mar High (Los Angeles),Los Angeles,26.0,0
19753090127100,Assurance Learning Academy,Los Angeles,254.0,1
19753090128603,Albert Einstein Academy Elementary,Los Angeles,1.0,
19753090129411,SCALE Leadership Academy,Los Angeles,12.0,
19753090129742,Inspire Charter,Los Angeles,133.0,
19753090130781,Academy of Arts and Sciences: Los Angeles (9-12),Los Angeles,10.0,
19753090130898,Valley Prep 9-12,Los Angeles,45.0,
19753090130955,Valiant Academy of Los Angeles,Los Angeles,88.0,
19753090131201,"Albert Einstein Academy for Letters, Arts & Scienc",Los Angeles,16.0,
19753090131383,SIATech Academy South,Los Angeles,93.0,1
19753090131557,School 19753090131557,,23.0,
19753090131987,iLEAD Hybrid,Los Angeles,178.0,1
19753090132654,Community Collaborative Charter,Los Angeles,114.0,1
19753090134619,Empower Generations,Los Angeles,24.0,1
19753090135145,Compass Charter Schools of Los Angeles,Los Angeles,64.0,1
19753090136531,iLEAD Online,Los Angeles,19.0,1
19753090136648,Options for Youth-Acton,Los Angeles,223.0,1
19753090137703,"Method Schools, LA",Los Angeles,22.0,1
19753090137786,Mission Academy,Los Angeles,12.0,1
19753091995786,Vasquez High,Los Angeles,83.0,0
19753330000001,District Students in NPS (Los Angeles) [48],Los Angeles,,0
19753331935808,Mira Costa High,Los Angeles,618.0,0
19753410000001,District Students in NPS (Los Angeles) [49],Los Angeles,,0
19753410116285,Redondo Beach Learning Academ,Los Angeles,3.0,0
19753410141721,School 19753410141721,,13.0,0
19753411937143,Redondo Union High,Los Angeles,730.0,0
19753411938224,School 19753411938224,,,
19753411975341,Home/hospital and independent study (Los Angeles) [10],Los Angeles,,
19753411995752,Redondo Shores High (Continua,Los Angeles,37.0,0
19756636120158,SBE-New West Charter,Los Angeles,87.0,1
19756711996586,Animo Inglewood Charter High (Los Angeles) [2],Los Angeles,122.0,
19756971996693,SBE-School of Arts & Enterpris,Los Angeles,84.0,
19757130000001,District Students in NPS (Los Angeles) [50],Los Angeles,14.0,0
19757131930122,Century High (Los Angeles),Los Angeles,28.0,
19757131930163,Alhambra High (Los Angeles) [2],Los Angeles,514.0,0
19757131934553,Mark Keppel High (Los Angeles) [2],Los Angeles,550.0,0
19757131937697,San Gabriel High (Los Angeles) [2],Los Angeles,440.0,0
19757131995430,"Independence High, Alter.",Los Angeles,48.0,
19757131996396,Alhambra Community Day,Los Angeles,1.0,
19763310107235,Sbe-act,Los Angeles,,
19764970115725,Lifeline Education Charter (Los Angeles) [2],Los Angeles,41.0,
19768690119016,Da Vinci Science (Los Angeles) [2],Los Angeles,138.0,1
19768690119636,Da Vinci Design (Los Angeles) [2],Los Angeles,134.0,1
